s01e02	The Kingsroad	 lt's good you've got help.
s01e02	The Kingsroad	 Watch.
s01e02	The Kingsroad	 Nymeria, gloves.
s01e02	The Kingsroad	 - lmpressive.
s01e02	The Kingsroad	 - Shut up.
s01e02	The Kingsroad	 Nymeria, gloves! l have something for you.
s01e02	The Kingsroad	 And it has to be packed very carefully.
s01e02	The Kingsroad	 A present? Close the door.
s01e02	The Kingsroad	 This is no toy.
s01e02	The Kingsroad	 Be careful you don't cut yourself.
s01e02	The Kingsroad	 - lt's so skinny.
s01e02	The Kingsroad	 - So are you.
s01e02	The Kingsroad	 l had the blacksmith make it for you special.
s01e02	The Kingsroad	 lt won't hack a man's head off, but it can poke him full of holes if you're quick enough.
s01e02	The Kingsroad	 - l can be quick.
s01e02	The Kingsroad	 - You'll have to work at it every day.
s01e02	The Kingsroad	 How does it feel? Do you like the balance? l think so.
s01e02	The Kingsroad	 First lesson - stick them with the pointy end.
s01e02	The Kingsroad	 l know which end to use.
s01e02	The Kingsroad	 l'm going to miss you.
s01e02	The Kingsroad	 Careful.
s01e02	The Kingsroad	 All the best swords have names, you know.
